Ищет работу на должность:,Последнее/нынешнее место работы,Последняя/нынешняя должность,Обновление резюме,Авто,Образование,Пол,Возраст,Опыт работы (месяц),Город,Готовность к переезду,Готовность к командировкам,полная занятость,частичная занятость,проектная работа,стажировка,волонтерство,гибкий график,полный день,сменный график,вахтовый метод,удаленная работа,ЗП (руб)
Начинающий специалист,Технодом,Специалист по работе с клиентами,25.04.2019 11:56,Не указано,высшее,М,22,5.0,другие,False,False,True,True,True,False,False,True,True,True,True,True,16879
Менеджер,"ООО ""РУБИКОН""",Менеджер по продажам,26.04.2019 13:52,Не указано,среднее специальное,М,22,12.0,другие,False,True,True,False,False,False,False,False,True,False,False,False,20000
Web-дизайнер,LightSoft,Контент-менеджер/аккаунт,07.05.2019 09:15,Не указано,высшее,Ж,25,18.0,Москва,True,True,True,False,False,False,False,False,True,False,False,False,50000
Инженер АСУ ТП,Sakhalin Energy Investment Company,Инженер по контрольно-измерительным приборам и автоматике,18.02.2019 02:21,Не указано,высшее,Ж,24,11.0,Москва,False,False,True,False,False,False,False,False,True,False,False,False,80000
Оператор БД,"ООО ""ЮНИМАСТЕР""",Менеджер отдела качества.,22.04.2019 20:50,Не указано,высшее,М,29,23.0,Москва,False,False,True,False,False,False,False,False,True,False,False,False,25000
Android разработчик,FinanceLab,"Junior, android разработчик",30.11.2018 19:27,Не указано,неоконченное высшее,М,20,15.0,Москва,True,True,False,True,True,True,False,True,False,True,False,True,20000
2D-художник,Академ Медиа,Дизайнер,22.04.2019 03:51,Не указано,высшее,Ж,24,2.0,город-миллионник,False,True,True,True,True,False,False,True,True,True,False,True,25000
Инженер-программист АСУ ТП,Группа «Илим»,Инженер АСУТП II категории,22.04.2019 15:12,Не указано,высшее,М,26,19.0,Санкт-Петербург,True,False,True,True,True,True,False,True,True,True,True,True,70000
Дополнительный заработок,МТБанк,Бизнес-аналитик SAP CRM,26.04.2019 00:07,Не указано,высшее,М,24,16.0,другие,False,False,False,True,True,False,False,True,False,False,False,True,18379
JavaScript разработчик,Unicorn Ltd,Frontend-разработчик,22.04.2019 10:40,Не указано,неоконченное высшее,М,21,8.0,город-миллионник,True,True,True,False,False,False,False,False,True,False,False,False,60000
Инженер технической поддержки корпоративных клиентов,Копицентр,Оператор ПК,22.04.2019 13:06,Не указано,неоконченное высшее,Ж,22,11.0,Санкт-Петербург,False,False,True,False,False,False,False,False,True,True,False,False,40000
